,brand,product,price,discount/on_sale,rating,product_urls,image_url,product_details
68,The Sak, Kendra Leather Hobo,EUR 152.39,With offer EUR 97.53,4.6875 out of 5 rating with 16 reviews,/shop/product/the-sak-kendra-leather-hobo?ID=17160263&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/8/optimized/23004468_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Opt for understated colorblocking with this take-anywhere silhouette from The Sak. Crafted from the softest leather with custom hardware and perforated detail, it's the perfect work-to-weekend companion..........13.5in W  x 8.8in H x 3.8in D...Drop: 12.8 inches...Zipper closure...Antique silver tone hardware, Side slide pockets, Back zipper pocket...Interior contains back wall zipper pocket and 2 front wall elastic slide pockets...Exterior: Leather, Interior: Polyester...Features detachable leather fringe tassel and signature hardware details...Clean with a water-based leather cleaner and moisturizer. Use a protective spray to protect the leather surface....The purchase of this product supports responsible manufacturing in the leather industry...Leather/Polyester...Imported......"
69,Patricia Nash, Rosalia Small Leather Shoulder Bag,EUR 257.81,None,4.7273 out of 5 rating with 11 reviews,/shop/product/patricia-nash-rosalia-small-leather-shoulder-bag?ID=16392267&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/7/optimized/25441517_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    An elegant tab-over hook-lock closure with whipstitched edges in a profile constructed of vintage distressed leather combine for a must-have handbag by Patricia Nash. .........Small sized bag; 11-3/8""W x 9-1/4""H x 4-5/8""D (width is measured across the bottom of handbag)...Silhouette is based off 5'9"" model ...10-3/8""L top handle; 22-1/2""L adjustable, removable strap ...Hook-lock closure ...Signature brushed brass hardware, heavy handcrafted stitching, 1 exterior rear slip pocket, deep embossed grape leaf logo & burned edge finish...Interior zip & slip pockets...This 100% full-grain vegetable-tanned leather comes from an LWG GOLD Certified tannery. It is traceable, does not come from deforested areas and all raw materials are a by-product of the beef industry. ...1-year manufacturer's limited warranty ...Woman Owned...Leather; polyester...Spot clean...Imported......Request warranty information........."
70,Olivia Miller, Women's Nilka Small Shoulder Bag,EUR 47.92,With offer EUR 30.67,5 out of 5 rating with 2 reviews,/shop/product/olivia-miller-womens-nilka-small-shoulder-bag?ID=16234406&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/4/optimized/24624334_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    The Nilka shoulder bag will add instant personality to any look. Finished in versatile beige that oozes elegance, and topped with a chunky chain-link strap, this small-sized bag was designed to impress..........Material- polyurethane, trim- polyurethane, lining- polyester...Small sized bag, 10"" W x 5.25"" H x 3.25"" D...23"" L half polyurethane half acrylic shoulder strap...Zipper closure...Exterior- polyurethane material, gold-tone hardware...Interior- 1 slip pocket...Weight- 2 lbs...This item purchased online must be returned to the vendor by mail only. This item cannot be returned to Macy's stores....Spot Clean...Imported......"
71,Giani Bernini," Nappa Leather Hobo Bag, Created for Macy's",EUR 124.11,Sale EUR 74.47,4.1111 out of 5 rating with 9 reviews,/shop/product/giani-bernini-nappa-leather-hobo-bag-created-for-macys?ID=15636732&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/7/optimized/8256557_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Giani Bernini ups the ante on the classic round hobo silhouette with multiple zip pockets and lots of organizational features..........Leather; trim: synthetic...Shoulder strap with 12"" drop...Top zip closure...Back zip pocket; front zip pocket; Giani Bernini key fob; shiny silver-tone hardware...Interior features zip pocket, cell phone pocket...11"" W x 8-1/2"" H x 4"" D; weight: 1.4lb; (width is measured across bottom of handbag)...Silhouette is based off 5'9"" model...Created for Macy's...Need more info? Click and play the video under the photo today!...Imported......"
72,I.N.C. International Concepts," Ajae Pocket Patchwork Small Shoulder Bag, Created for Macy's ",EUR 95.36,With offer EUR 38.14,4 out of 5 rating with 1 reviews,/shop/product/i.n.c.-international-concepts-ajae-pocket-patchwork-small-shoulder-bag-created-for-macys?ID=16755128&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/0/optimized/24812070_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Refine your style with the chic Ajae Pocket Patchwork Small Shoulder Bag by INC International Concepts..........Small sized bag; 11""W x 6-3/4""H x 3-1/2""D (width is measured across the bottom of handbag); 1.89 lbs. approx. weight ...Silhouette is based off 5'9"" model...11""L shoulder straps ...Turn-lock closure ...Gold-tone hardware & exterior slip pocket ...Interior zip & slip pockets...Tablet compatible (std. size 8""-10"")...Created for Macy's ...Polyurethane; lining: polyester...Spot clean...Imported......"
73,I.N.C. International Concepts," Sibbell 2-1 Crossbody Bag, Created for Macy's",EUR 85.78,With offer EUR 34.31,4.3837 out of 5 rating with 86 reviews,/shop/product/i.n.c.-international-concepts-sibbell-2-1-crossbody-bag-created-for-macys?ID=15509489&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/8/optimized/23733268_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    I.N.C. International Concepts® Sibbell Crossbody Bag, Created for Macy's.........Small sized bag: 8-1/2""W x 7""H x 3-1/2""D (width is measured across the bottom of the bag); Pouch: 5""W x 3-1/2""H x 1-1/2""D...Silhouette is based off 5'9"" model...Adjustable, removable crossbody strap 23""L; pouch: strap 17:L...Magnetic snap closure...Exterior: gold tone hardware; 1 back slip pocket, a pouch...Interior: 2 slip pockets, 1 zipper pocket...Body:PU ,polyester lining...Wipe clean...Imported......"
74,Brahmin, Stacy Melbourne Embossed Leather Satchel,EUR 311.48,Now EUR 218.04,None,/shop/product/brahmin-stacy-melbourne-embossed-leather-satchel?ID=17171448&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/6/optimized/25496186_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Always in style with its classic shape, Brahmin's Stacy has plenty of room in for your essentials, including a back slide in pocket for easy access to your phone..........Small sized bag; 10-7/10""W x 7-1/2""H x 5-1/4""D (width is measured across the bottom of the bag); 2.0 lbs. approx. weight  ...Silhouette is based off 5'9"" model ...4""L handles; 25""L adjustable strap ...Zippered closure...Gold-tone hardware & exterior back slip pocket ...Interior zip pocket, slip pockets & key clip ...Leather...Spot clean...Imported......"
75,I.N.C. International Concepts," Oddette Extra-Large Rivet Tote, Created for Macy's ",EUR 95.36,Sale EUR 57.22,4.6667 out of 5 rating with 9 reviews,/shop/product/i.n.c.-international-concepts-oddette-extra-large-rivet-tote-created-for-macys?ID=16322686&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/0/optimized/24808620_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Sized to take on the busiest days, the Oddette Tote by I.N.C. International Concepts is the ideal companion. Multiple exterior pockets allow your essentials to be easily within reach while polished rivets and hardware lend a sophisticated finish..........Extra-large sized bag; 19-1/2""W x 12""H x 7-1/2""D (width is measured across the bottom of handbag); 1.5 lbs. approx. weight ...Silhouette is based off 5'9"" model ...10""L double top handles ...Snap closure...Hardware tone varies by color & 2 exterior snap pockets ...Interior zip & slip pockets ...Tablet compatible (std. size 8""-10"")...Created for Macy's ...Polyurethane; lining: polyester...Spot clean...Imported......"
76,Giani Bernini," Croc-Embossed Dome Satchel, Created for Macy's",EUR 124.11,Sale EUR 74.47,None,/shop/product/giani-bernini-croc-embossed-dome-satchel-created-for-macys?ID=14020971&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/7/optimized/20529627_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Structured and chic in a luxe croc-embossed finish, this dome satchel from Giani Bernini can be worn as a crossbody or carried in hand..........12-3/4""W x 9""H x 4-1/2""D (width is measured across the bottom of handbag); 1.68 lbs. approx. weight...Silhouette is based off 5'9"" model...5-1/2""L handles; 24""L adjustable & removable crossbody strap	 ...Zip closure...Gold-tone exterior hardware, 1 back slip pocket & logo...2 interior slip pockets, 1 zipper pocket & center zip divider...Fits an iPad...Bag converts from crossbody to tote by removing strap...Created for Macy's...Polyurethane; lining: polyester...Spot clean...Imported......"
77,Giani Bernini," Saffiano Block Signature Colorblock Large Tote, Created for Macy's ",EUR 104.95,Sale EUR 62.97,None,/shop/product/giani-bernini-saffiano-block-signature-colorblock-large-tote-created-for-macys?ID=16411431&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/25477055_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Classic monogram adorns this tote by Giani Bernini. Sized for busy days, it opens up to a functional interior with a center zippered compartment and a special pocket for your phone. .........Large sized bag; 14"" W x 9-1/2"" H x 4- 3/4"" D (width is measured across bottom of handbag); weight: 2.05lbs. ...Silhouette is based off 5'9"" model ...9-1/2""L double handles ...Magnetic snap closure ...Gold-tone hardware, exterior back zip pocket & polished metal logo ...Interior center zip compartment, zip pocket & slip pockets ...Tablet compatible (std. size 8""-10"")...Created for Macy's ...Polyvinylchloride; trim: polyurethane; lining: polyester...Spot clean...Imported......"
78,I.N.C. International Concepts," Emiliee Medium Satchel, Created for Macy's ",EUR 95.36,Sale EUR 57.22,4.7143 out of 5 rating with 7 reviews,/shop/product/i.n.c.-international-concepts-emiliee-medium-satchel-created-for-macys?ID=15023210&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/0/optimized/25627640_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Structured and elegant, elevate your style with the Emiliee Medium Satchel by I.N.C. International Concepts®..........Medium sized bag; 13""W x 10""H x 5-3/4""D (width is measured across the bottom of handbag); 1.96 lbs. approx. weight ...Silhouette is based off 5'9"" model ...5-1/2""L double handles; 24""L removable, adjustable strap ...Zippered closure...Silver & gold tone hardware- varies by color; exterior front pocket & back zip pocket ...Interior zip & slip pockets ...Tablet compatible (std. size 8""-10"")...Created for Macy's ...Polyurethane; lining: polyester...Spot clean...Imported......"
79,Patricia Nash, Kelmscott Frame Bag,EUR 161.97,None,None,/shop/product/patricia-nash-kelmscott-frame-bag?ID=17057111&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/6/optimized/26175656_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    A petite showstopper, the Kelmscott by Patricia Nash will soon be your favorite. The eye-catching handle has a twist-lock at each end. .........Small sized bag; 11""W x 5-1/2""H x 4""D (width is measured across the bottom of handbag)...Silhouette is based off 5'9"" model...1-1/2""L handle; 21""L adjustable, removable strap...Dual kiss-lock closures...Signature brushed gold hardware, heavy handcrafted stitching, protective metal feet, burned edge finish...Interior zip pocket, 2 slip pockets...Woman Owned...Cotton, polyester; lining: polyester; trim: leather...Wipe clean...Imported......"
80,Giani Bernini," Colorblock Pebbled 4-Poster Tote, Created for Macy's",EUR 95.36,With offer EUR 53.40,4.4545 out of 5 rating with 44 reviews,/shop/product/giani-bernini-colorblock-pebbled-4-poster-tote-created-for-macys?ID=10566934&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/4/optimized/16694244_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Carry all your essentials and more with the Giani Bernini Colorblock Pebble 4-Poster tote, featuring luxe faux leather styling, an organized interior and comfortable double handles..........Small sized bag; 11-1/2""W x 10""H x 3-1/2""D (width is measured across the bottom of handbag) ...Silhouette is based off 5'9"" model...10""L handles...Zip closure...Silver-tone exterior hardware, 1 front zip pocket & 1 back zip pocket...1 interior center zip compartment & 2 snap pockets with 1 zip pocket & 1 slip pocket...Fits an iPad mini...Created for Macy's...Faux leather...Imported......"
81,Kipling, New Angie Handbag,EUR 85.30,With offer EUR 40.94,None,/shop/product/kipling-new-angie-handbag?ID=17325886&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/8/optimized/25930548_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Your new daily essential. Kipling's compact nylon crossbody features plenty of perfectly placed pockets to keep it all (stylishly) together..........WHY YOU'LL LOVE IT: a nylon bag is your go-to bag, ready for any day, any weather. It's lightweight, durable and water-resistant!...Small sized bag; 11""W x 8""H x 2""D  (width is measured across the bottom of handbag); 0.7 lbs. approx. weight...21""L-24""L adjustable crossbody strap...Top zip closure...Silver-tone exterior hardware, charm, 3 zip pockets & 1 magnetic-snap pocket...1 interior zip pocket, 1 slip pocket, 1 cellphone pocket, 1 pen pocket & key finder...Fits iPhone 8 Plus or smaller model...Polyamide/polyester...Spot clean...Imported......"
82,MICHAEL Michael Kors, Luisa Leather Satchel,EUR 285.61,None,None,/shop/product/michael-michael-kors-luisa-leather-satchel?ID=17160391&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/0/optimized/26383690_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Carry your day's essentials in sophisticated style. This leather satchel from MICHAEL Michael Kors features a roomy interior and a sporty logo-detail long strap.	 .........Large sized bag; 14-1/2""W x 9-1/4""H x 5-1/2""D (width is measured across the bottom of handbag); 1.63 lbs. approx. weight...Silhouette is based off 5'9"" model...4-1/2""L handles; 25""L strap...Magnetic closure...Gold-tone exterior hardware, 1 back slip pocket & logo...1 interior zip pocket & 2 slip pockets...1-year manufacturer's limited warranty...Leather; lining: polyester; trim 1: polyester, nylon; trim 2: polyurethane, cotton, polyester...Wipe clean...Imported......Request warranty information........."
83,I.N.C. International Concepts," Juditth Mini Clutch Crossbody, Created for Macy's ",EUR 47.44,Sale EUR 28.46,5 out of 5 rating with 1 reviews,/shop/product/i.n.c.-international-concepts-juditth-mini-clutch-crossbody-created-for-macys?ID=16586031&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/8/optimized/25627518_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Modern and chic, this clutch by I.N.C. International Concepts® features a cut out handle with the option to attach the shiny chain strap to go hands free. Opening up to an interior with multiple pockets, it also has a zip pocket at the exterior, so your necessities are easily within reach..........Small sized bag; 9.5""W x 5.5""H x 1""D (width is measured across the bottom of handbag); 1.10 lbs. approx. weight ...Silhouette is based off 5'9"" model ...1-1/2""L cut-out handle; removable chain strap ...Magnetic closure...Hardware tone varies by color & exterior back zip pocket ...Interior zip & slip pockets ...Created for Macy's ...Polyurethane; lining: polyester...Spot clean...Imported......"
84,Giani Bernini," Block Signature Pocket Dome Satchel, Created for Macy's ",EUR 104.95,With offer EUR 41.98,None,/shop/product/giani-bernini-block-signature-pocket-dome-satchel-created-for-macys?ID=16962451&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/6/optimized/24044116_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Perfectly sized with a structured silhouette, add an understated elegance to your look with the Signature Colorblock Medium Dome Satchel by Giani Bernini. .........Medium sized bag; 12-3/4""W x 9""H x 4-3/4""D (width is measured across the bottom of handbag); 1.87 lbs. approx. weight ...Silhouette is based off 5'9"" model...5-3/4""L top handles; 24""L removable, adjustable strap ...Zippered closure ...Silver-tone hardware & exterior back zip pocket...Interior zip & slip pockets...Tablet compatible (std. size 8""-10"")...Created for Macy's ...Polyurethane...Spot clean...Imported......"
85,I.N.C. International Concepts," Kyliee Quilted Faux Leather Large Shoulder Bag, Created for Macy's ",EUR 95.36,Sale EUR 57.22,3.3333 out of 5 rating with 3 reviews,/shop/product/i.n.c.-international-concepts-kyliee-quilted-faux-leather-large-shoulder-bag-created-for-macys?ID=16827806&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/8/optimized/25628868_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Perfect for everyday adventures, the Kyliee Quilted Faux Leather Large Shoulder Bag by INC International Concepts offers ample space and a go-with-anything style. .........Large sized bag; 14""W x 13-1/2""H x 4-3/4""D (width is measured across the bottom of handbag); 1.65 lbs. approx. weight ...Silhouette is based off 5'9"" model...9""L handles ...Magnetic closure ...Silver-tone hardware & exterior back zip pocket...Interior zip & slip pockets...Tablet compatible (std. size 8""-10"")...Created for Macy's ...Polyurethane; lining: polyester...Spot clean...Imported......"
86,Olivia Miller, Women's Zaria Small Evening Bag,EUR 57.50,With offer EUR 36.80,4 out of 5 rating with 5 reviews,/shop/product/olivia-miller-womens-zaria-small-evening-bag?ID=16234413&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/4/optimized/24625234_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    This small bag is as versatile as they come. Ideal for parties and formal events that call for some glitz and glamour. It features a chain strap which allows for the Zaria to be used as a crossbody or clutch bag, a compartment with zipper and a twist turn lock clasp..........Material- polyurethane, polyester or plastic, trim- polyvinyl chloride or polyester, lining- polyester...Small sized bag, 9"" W x 6"" H x 3"" D...23"" L gold-tone chain shoulder bag...Turn lock closure...Exterior- sequin on the front and back, quilted on the front and back, gold-tone hardware...Interior- 1 slip pocket...Weight- 2 lbs...This item purchased online must be returned to the vendor by mail only. This item cannot be returned to Macy's stores....Spot Clean...Imported......"
87,Kipling, New Angie Handbag,EUR 85.30,With offer EUR 54.59,4.4717 out of 5 rating with 53 reviews,/shop/product/kipling-new-angie-handbag?ID=14483128&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/7/optimized/16485847_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Your new daily essential. Kipling's compact nylon crossbody features plenty of perfectly placed pockets to keep it all (stylishly) together..........WHY YOU'LL LOVE IT: a nylon bag is your go-to bag, ready for any day, any weather. It's lightweight, durable and water-resistant!...Small sized bag; 11""W x 8""H x 2""D  (width is measured across the bottom of handbag); 0.7 lbs. approx. weight...21""L-24""L adjustable crossbody strap...Top zip closure...Silver-tone exterior hardware, charm, 3 zip pockets & 1 magnetic-snap pocket...1 interior zip pocket, 1 slip pocket, 1 cellphone pocket, 1 pen pocket & key finder...Fits iPhone 8 Plus or smaller model...Polyamide/polyester...Imported......"
88,I.N.C. International Concepts," Sibbell Crossbody Bag, Created for Macy's",EUR 76.19,Sale EUR 45.72,4.4444 out of 5 rating with 9 reviews,/shop/product/i.n.c.-international-concepts-sibbell-crossbody-bag-created-for-macys?ID=16770736&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/8/optimized/26133378_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    I.N.C. International Concepts® Sibbell Crossbody Bag, Created for Macy's.........Small sized bag: 8-1/2""W x 7""H x 3-1/2""D (width is measured across the bottom of the bag)...Silhouette is based off 5'9"" model...Adjustable, removable crossbody strap 23""L; pouch: strap 17:L...Magnetic snap closure...Exterior: gold tone hardware; 1 back slip pocket, a pouch...Interior: 2 slip pockets, 1 zipper pocket...Body:PU ,polyester lining...Wipe clean...Imported......"
89,Madden Girl, Brooke Small Sling Bag,EUR 46.00,Sale EUR 32.20,4.2 out of 5 rating with 5 reviews,/shop/product/madden-girl-brooke-small-sling-bag?ID=16860619&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/9/optimized/25501669_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Go hands-free with the Madden Girl Brooke sling featuring multiple compartments to keep your essentials organized..........Small sized bag; 6-1/2""W x 9-1/2""H x 3""D (width is measured across the bottom of handbag); 0.76 lbs. approx. weight ...Silhouette is based off 5'9"" model ...34""L adjustable strap ...Zippered closure...Gold-tone hardware, exterior zip pocket & removable hang-off pouch ...Interior zip pocket...Polyester; trim: polyurethane; lining: polyester...Spot clean...Imported......Request warranty information........."
90,Betsey Johnson, Bull Dog Bow Tote,EUR 93.92,None,None,/shop/product/betsey-johnson-bull-dog-bow-tote?ID=17343876&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/9/optimized/26405039_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    This is a tote bag for all the dog lovers out there. Its large size makes it perfect to carry all of your needs and its aesthetic allows you to be cute while on the go. The front ribbon has a French bulldog stud to remind you of your fuzzy friends..........Material- polyurethane, trim- polyurethane, lining- nylon...Small sized bag- 11 2/3"" W x 10 5/8"" H x 6 2/7"" D...Zipper closure...Approximate drop shoulder strap length- 10.7""...Lined interior...Exterior front bow and ruffle details...Gold-tone hardware...Product weight- 2 lbs...This item purchased online must be returned to the vendor by mail only. This item cannot be returned to Macy's stores....Spot Clean...Imported......"
91,I.N.C. International Concepts," Trippii Floral Tote, Created for Macy's ",EUR 95.36,Sale EUR 57.22,None,/shop/product/i.n.c.-international-concepts-trippii-floral-tote-created-for-macys?ID=16586017&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/7/optimized/25627547_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Style blooms with this tote by I.N.C. International Concepts®. Featuring shiny chain straps and a functional triple compartment, it's available in two different prints so you can choose the version that best suits your personality. .........Medium sized bag; 13-1/2""W x 12-1/2""H x 5""D (width is measured across the bottom of handbag); 1.87 lbs. approx. weight ...Silhouette is based off 5'9"" model ...12""L handles ...Zippered closure...Gold-tone hardware & exterior back zip pocket ...Triple compartment interior with center zip compartment & zip & slip pockets ...Laptop compatible (std. size 13"")...Created for Macy's ...Polyurethane; lining: polyester...Spot clean...Imported......"
92,Kipling, Sebastian Crossbody,EUR 70.92,With offer EUR 34.04 - 45.39,4.479 out of 5 rating with 119 reviews,/shop/product/kipling-sebastian-crossbody?ID=2536655&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/2/optimized/19537062_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Keep your weekend style light & easy with Kipling's casual crossbody bag, featuring a fully adjustable strap plus plenty of pockets both inside and out..........Adjustable crossbody strap with 12-1/2"" to 26"" drop...Top zip closure...Exterior features silver-tone hardware, 1 front zip pocket, 1 front slip pocket and 1 back slip pocket...Interior features 1 zip pocket, 1 slip pocket and key finder...9"" W x 8-1/2"" H x 1-1/4"" D (width is measured across bottom of the handbag)...Silhouette is based off 5'9"" model...Need more info? Click and play the video under the photo today!...Polyamide; lining: polyester...Spot clean...Imported......"
93,Giani Bernini," Saffiano Dome Satchel, Created for Macy's",EUR 95.36,Sale EUR 57.22,4.6329 out of 5 rating with 79 reviews,/shop/product/giani-bernini-saffiano-dome-satchel-created-for-macys?ID=14891010&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/0/optimized/3581110_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Work-to-weekend chic. Giani Bernini's structured satchel offers a roomy triple compartment design for easy organization..........Faux leather...Medium sized bag; 12-1/2""W x 9-1/4""H x 5""D; weight: 2.05lb; (width is measured across bottom of handbag)...6""L double handles; 24""L detachable, adjustable strap...Top zip closure...Exterior features silver-tone hardware, logo plate, buckle details and 1 zip pocket...1 interior center zip pocket, 1 zip pocket, 1 cellphone pocket & 1 key finder...Tablet compatible (std. size 8""-10"")...Silhouette is based off 5'9"" model...The White Handbag featured on The It List...Created for Macy's...Check out the video below!...Imported......"
94,I.N.C. International Concepts," Diamond Mini Soft Shoulder Bag, Created for Macy's ",EUR 76.19,None,None,/shop/product/i.n.c.-international-concepts-diamond-mini-soft-shoulder-bag-created-for-macys?ID=16293321&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/8/optimized/25627388_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Shine bright like a diamond with this shoulder bag by I.N.C. International Concepts. Dazzling with allover crystals and an embellished buckle, this beauty has a silhouette that fits perfectly under your arm..........Small sized bag; 9-1/2""W x 9-1/2""H x 2-1/4""D (width is measured across the bottom of handbag); 0.65 lbs. approx. weight ...Silhouette is based off 5'9"" model ...9""L strap ...Zippered closure...Hardware tone varies by color & allover crystal embellishments ...Interior card pocket with logo plaque ...Created for Macy's ...Polyester satin, diamond mesh...Spot clean...Imported......"
95,Giani Bernini," Saffiano North South Crossbody, Created for Macy's ",EUR 76.19,With offer EUR 30.48,None,/shop/product/giani-bernini-saffiano-north-south-crossbody-created-for-macys?ID=17354613&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/7/optimized/25240437_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    A chic pick for hands-free shopping and travel, this only-at-Macy's crossbody from Giani Bernini comes in your choice of standout shades..........8-1/2""W x 9""H x 1-3/4""D; weight: .92lb (width is measured across the bottom of handbag) ...Interior features 1 zip pocket and 1 slip pocket...23-1/2""L detachable, adjustable crossbody strap...Top zip closure...Exterior features silver-tone hardware, logo plaque, 1 front slip pocket, 1 front zip pocket and 1 back zip pocket...Silhouette is based off 5'9"" model...Created for Macy's...PVC, trim:PVC...Imported......"
96,I.N.C. International Concepts," Oddette Extra-Large Tote, Created for Macy's ",EUR 95.36,Sale EUR 57.22,2 out of 5 rating with 1 reviews,/shop/product/i.n.c.-international-concepts-oddette-extra-large-tote-created-for-macys?ID=16322680&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/8/optimized/24812138_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Sized to take on the busiest days, the Oddette Tote by I.N.C. International Concepts has you covered. Sturdy straps fit comfortably over the shoulders and multiple exterior pockets allow your essentials to be easily within reach..........Extra-large sized bag; 19-1/2""W x 12""H x 7-1/2""D (width is measured across the bottom of handbag); 1.5 lbs. approx. weight ...Silhouette is based off 5'9"" model ...10""L double top handles ...Snap closure...Gold-tone hardware & 2 exterior snap pockets ...Interior zip & slip pockets ...Tablet compatible (std. size 8""-10"")...Created for Macy's ...Polyurethane; lining: polyester...Spot clean...Imported......"
97,Giani Bernini," Block Signature North South Crossbody, Created for Macy's ",EUR 95.36,With offer EUR 38.14,5 out of 5 rating with 1 reviews,/shop/product/giani-bernini-block-signature-north-south-crossbody-created-for-macys?ID=16954929&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/6/optimized/23745486_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Full of practical features and perfectly sized, the Saffiano North South Crossbody by Giani Bernini is the ultimate everyday bag..........Small sized bag; 8-1/2""W x 9""H x 1-3/4""D (width is measured across the bottom of the bag); 0.92 lbs. approx. weight ...Silhouette is based off 5'9"" model ...23-1/2""L removable, adjustable strap ...Zippered closure...Silver-tone hardware, front & back exterior zip pockets & 1 front slip pocket ...Interior zip & slip pockets ...Created for Macy's ...Faux leather...Spot clean...Imported......"
98,I.N.C. International Concepts," Nylon Breeah Extra Large Quilted Tote, Created for Macy's",EUR 95.36,Sale EUR 57.22,4.4694 out of 5 rating with 49 reviews,/shop/product/i.n.c.-international-concepts-nylon-breeah-extra-large-quilted-tote-created-for-macys?ID=13398441&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/2/optimized/21369432_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    I.N.C. International Concepts® Nylon Breeah XL Tote, Created for Macy's.........WHY YOU'LL LOVE IT: a nylon bag is your go-to bag, ready for any day, any weather. It's lightweight, durable and water-resistant!...Extra Large sized bag; 13""W x 14""H x 5""D (width is measured across the bottom of handbag); 1.78 lbs. approx. weight...Silhouette is based off 5'9"" model...10""L  top handles...Zippered top closure ...Silver & gold-tone hardware, back zip pocket...Interior zip & slip pockets...Body: polyester, trim: polyurethane; lining: polyester...Wipe clean...Imported......"
99,Nine West, Paisley Crossbody,EUR 66.13,With offer EUR 37.03,5 out of 5 rating with 2 reviews,/shop/product/nine-west-paisley-crossbody?ID=17255465&isDlp=true,https://slimages.macysassets.com/is/image/MCY/products/9/optimized/24130129_fpx.tif?$browse$&wid=376&fmt=webp 376w,"......    Convenient pockets inside and out add effortless organization to this versatile Paisley crossbody from Nine West..........11""W x 8-3/10""H x 3-1/10""D (width is measured across the bottom of handbag); 0.95 lbs. approx. weight...Silhouette is based off 5'9"" model...23-1/2""L strap...Zip closure...Light shiny brass-tone exterior hardware, 2 slip pockets & logo...1 interior zip pocket, 1 phone pocket & twill lining...This item purchased online must be returned to the vendor by mail only. This item cannot be returned to Macy's stores....PVC; trim: PVC...Wipe clean...Imported......"
